ID,Prediction
297,0.718
298,0.664
299,0.084
300,0.12
301,0.722
302,0.016
303,0.014
304,0.108
305,0.058
306,0.662
307,0.01
308,0.794
309,0.014
310,0.3
311,0.024
312,0.382
313,0.002
314,0.062
315,0.002
316,0.002
317,0.93
318,0.11
319,0.55
320,0.03
321,0.0
322,0.07
323,0.394
324,0.104
325,0.624
326,0.008
327,0.002
328,0.0
329,0.032
330,0.0
331,0.486
332,0.18
333,0.294
334,0.004
335,0.018
336,0.0
337,0.518
338,0.102
339,0.218
340,0.88
341,0.214
342,0.758
343,0.058
344,0.002
345,0.666
346,0.758
347,0.0
348,0.99
349,0.764
350,0.516
351,0.002
352,0.408
353,0.38
354,0.792
355,0.226
356,0.004
357,0.0
358,0.10333333333333333
359,0.23
360,0.418
361,0.008
362,0.086
363,0.364
364,0.312
365,0.012
366,0.37
367,0.028
368,0.61
369,0.142
370,0.986
371,0.064
372,0.308
373,0.004
374,0.03
375,0.098
376,0.132
377,0.114
378,0.01
379,0.224
380,0.002
381,0.076
382,0.002
383,0.008
384,0.018
385,0.01
386,0.0
387,0.934
388,0.072
389,0.02
390,0.102
391,0.148
392,0.786
393,0.002
394,0.054
395,0.734
396,0.878
397,0.444
398,0.528
399,0.466
400,0.416
401,0.17
402,0.0
403,0.046
404,0.08
405,0.37
406,0.086
407,0.004
408,0.416
409,0.808
410,0.21460476190476188
411,0.974
412,0.054
413,0.0
414,0.276
415,0.004
416,0.384
417,0.382
418,0.588
419,0.01
420,0.002
421,0.0
422,0.002
423,0.0
424,0.936
425,0.098
426,0.204
427,0.488
428,0.0
429,0.124
430,0.08
431,0.376
432,0.44
433,0.0
434,0.44
435,0.27
436,0.094
437,0.654
438,0.022
439,0.0
440,0.02
441,0.73
442,0.986
443,0.002
444,0.526
445,0.214
446,0.032
447,0.008
448,0.002
449,0.562
450,0.772
451,0.984
452,0.002
453,0.116
454,0.874
455,0.002
456,0.0
457,0.012
458,0.456
459,0.01
460,0.014
461,0.076
462,0.482
463,0.45
464,0.002
465,0.07
466,0.0
467,0.12866666666666668
468,0.0
469,0.31
470,0.534
471,0.454
472,0.098
473,0.188
474,0.012
475,0.708
476,0.0
477,0.422
478,0.05
479,0.794
480,0.064
481,0.934
482,0.04
483,0.044
484,0.708
485,0.0
486,0.104
487,0.692
488,0.526
489,0.612
490,0.234
491,0.0
492,0.006
493,0.0
494,0.008
495,0.222
496,0.0
497,0.16
498,0.8
499,0.538
500,0.12
501,0.562
502,0.022
503,0.98
504,0.004
505,0.024
506,0.638
507,0.034
508,0.002
509,0.022
510,0.09133333333333335
511,0.074
512,0.642
513,0.622
514,0.21
515,0.052
516,0.884
517,0.02
518,0.16
519,0.742
520,0.212
521,0.0
522,0.024
523,0.292
524,0.0
525,0.942
526,0.722
527,0.002
528,0.134
529,0.058
530,0.664
531,0.018
532,0.544
533,0.012
534,0.004
535,0.194
536,0.002
537,0.574
538,0.026
539,0.002
540,0.938
541,0.0
542,0.784
543,0.014
544,0.0
545,0.102
546,0.09
547,0.914
548,0.492
549,0.012
550,0.108
551,0.944
552,0.926
553,0.002
554,0.002
555,0.43
556,0.0
557,0.004
558,0.424
559,0.222
560,0.624
561,0.128
562,0.8
563,0.658
564,0.026
565,0.792
566,0.026
567,0.59
568,0.886
569,0.03
570,0.09
571,0.002
572,0.398
573,0.108
574,0.36
575,0.136
576,0.244
577,0.018
578,0.014
579,0.084
580,0.004
581,0.002
582,0.064
583,0.332
584,0.632
585,0.648
586,0.042
587,0.794
588,0.774
589,0.008
590,0.012
591,0.216
592,0.0
593,0.0
594,0.0
595,0.872
596,0.086
597,0.32
598,0.094
599,0.0
600,0.02
601,0.5
602,0.0
603,0.006
604,0.538
605,0.0
606,0.686
607,0.158
608,0.0
609,0.014
610,0.106
611,0.33
612,0.194
613,0.0
614,0.02
615,0.644
616,0.086
617,0.004
618,0.004
619,0.582
620,0.016
621,0.11
622,0.44
623,0.664
624,0.93
625,0.006
626,0.002
627,0.252
628,0.764
629,0.354
630,0.044
631,0.03
632,0.646
633,0.014
634,0.004
635,0.064
636,0.036
637,0.002
638,0.35
639,0.296
640,0.984
641,0.316
642,0.0
643,0.106
644,0.004
645,0.992
646,0.36
647,0.932
648,0.012
649,0.76
650,0.002
651,0.22
652,0.01
653,0.298
654,0.422
655,0.012
656,0.498
657,0.67
658,0.014
659,0.574
660,0.94
661,0.202
662,0.042
663,0.086
664,0.63
665,0.666
666,0.026
667,0.012
668,0.282
669,0.004
670,0.0
671,0.0
672,0.014
673,0.006
674,0.254
675,0.026
676,0.158
677,0.0
678,0.006
679,0.0
680,0.07
681,0.244
682,0.088
683,0.0
684,0.408
685,0.034
686,0.016
687,0.422
688,0.162
689,0.62
690,0.0
691,0.01
692,0.042
693,0.396
694,0.338
695,0.976
696,0.514
697,0.1
698,0.056
699,0.0
700,0.084
701,0.058
702,0.25
703,0.282
704,0.008
705,0.0
706,0.36369999999999997
707,0.06
708,0.054
709,0.042
710,0.252
711,0.028
712,0.144
713,0.012
714,0.006
715,0.0
716,0.592
717,0.078
718,0.122
719,0.21
720,0.982
721,0.5
722,0.148
723,0.132
724,0.024
725,0.046
726,0.292
727,0.034
728,0.694
729,0.226
730,0.042
731,0.006
732,0.032
733,0.038
734,0.892
735,0.972
736,0.064
737,0.072
738,0.94
739,0.02
740,0.53
741,0.144
742,0.4
743,0.0
744,0.0
745,0.0
746,0.056
747,0.002
748,0.0
749,0.0
750,0.452
751,0.368
752,0.054
753,0.358
754,0.0
755,0.022
756,0.022
757,0.002
758,0.032
759,0.6260333333333333
760,0.002
761,0.404
762,0.488
763,0.012
764,0.534
765,0.43
766,0.14
767,0.608
768,0.002
769,0.1
770,0.136
771,0.758
772,0.416
773,0.016
774,0.036
775,0.008
776,0.61
777,0.04
778,0.612
779,0.176
780,0.008
781,0.162
782,0.72
783,0.276
784,0.314
785,0.632
786,0.502
787,0.278
788,0.064
789,0.656
790,0.002
791,0.288
792,0.0
793,0.86
794,0.0
795,0.022
796,0.17
797,0.628
798,0.364
799,0.002
800,0.08466666666666665
801,0.93
802,0.006
803,0.366
804,0.25
805,0.452
806,0.656
807,0.008
808,0.748
809,0.02
810,0.176
811,0.13
812,0.016
813,0.0
814,0.016
815,0.068
816,0.0
817,0.092
818,0.0
819,0.0
820,0.022
821,0.666
822,0.0
823,0.232
824,0.006
825,0.014
826,0.0
827,0.0
828,0.376
829,0.912
830,0.066
831,0.522
832,0.016
833,0.316
834,0.11
835,0.0
836,0.89
837,0.0
838,0.716
839,0.828
840,0.872
841,0.002
842,0.068
843,0.016
844,0.11
845,0.346
846,0.512
847,0.134
848,0.016
849,0.666
850,0.966
851,0.662
852,0.026
853,0.0
854,0.166
855,0.17
856,0.002
857,0.012
858,0.118
859,0.006
860,0.002
861,0.008
862,0.002
863,0.032
864,0.072
865,0.222
866,0.87
867,0.126
868,0.172
869,0.0
870,0.054
871,0.666
872,0.002
873,0.972
874,0.22
875,0.002
876,0.1
877,0.0
878,0.0
879,0.038
880,0.03
881,0.05466666666666666
882,0.016
883,0.262
884,0.0
885,0.0
886,0.004
887,0.204
888,0.034
889,0.29
890,0.24
891,0.048
892,0.674
893,0.01
894,0.022
895,0.82
896,0.0
897,0.494
898,0.004
899,0.086
900,0.012
901,0.068
902,0.712
903,0.262
904,0.092
905,0.24
906,0.324
907,0.658
908,0.688
909,0.768
910,0.51
911,0.006
912,0.0
913,0.096
914,0.0
915,0.024
916,0.21
917,0.406
918,0.03
919,0.0
920,0.0
921,0.0
922,0.378
923,0.006
924,0.014
925,0.996
926,0.258
927,0.174
928,0.538
929,0.018
930,0.828
931,0.0
932,0.104
933,0.048
934,0.018
935,0.07
936,0.104
937,0.098
938,0.438
939,0.004
940,0.512
941,0.002
942,0.64
943,0.002
944,0.0
945,0.014
946,0.062
947,0.026
948,0.606
949,0.666
950,0.032
951,0.056
952,0.03
953,0.0
954,0.0
955,0.044
956,0.662
957,0.0
958,0.338
959,0.178
960,0.902
961,0.218
962,0.674
963,0.434
964,0.0
965,0.988
966,0.858
967,0.0
968,0.438
969,0.01
970,0.004
971,0.264
972,0.006
973,0.15
974,0.95
975,0.094
976,0.01
977,0.002
978,0.972
979,0.006
980,0.18
981,0.002
982,0.098
983,0.104
984,0.118
985,0.0
986,0.394
987,0.97
988,0.024
989,0.308
990,0.014
991,0.13
992,0.008
993,0.816
994,0.7
995,0.846
996,0.002
997,0.108
998,0.002
999,0.232
1000,0.012
1001,0.456
1002,0.536
1003,0.046
1004,0.756
1005,0.032
1006,0.162
1007,0.198
1008,0.036
1009,0.032
1010,0.836
1011,0.478
1012,0.274
1013,0.01
1014,0.012
1015,0.814
1016,0.812
1017,0.014
1018,0.892
1019,0.016
1020,0.076
1021,0.548
1022,0.346
1023,0.042
1024,0.288
1025,0.004
1026,0.008
1027,0.418
1028,0.004
1029,0.006
1030,0.076
1031,0.29
1032,0.002
1033,0.006
1034,0.006
1035,0.0
1036,0.08
1037,0.068
1038,0.632
1039,0.012
1040,0.108
1041,0.212
1042,0.88
1043,0.0
1044,0.558
1045,0.902
1046,0.434
1047,0.986
1048,0.006
1049,0.0
1050,0.268
1051,0.028
1052,0.956
1053,0.118
1054,0.644
1055,0.428
1056,0.962
1057,0.006
1058,0.354
1059,0.398
1060,0.058
1061,0.574
1062,0.036
1063,0.18
1064,0.002
1065,0.004
1066,0.0
1067,0.03
1068,0.322
1069,0.068
1070,0.0
1071,0.0
1072,0.012
1073,0.07
1074,0.554
1075,0.01
1076,0.12
1077,0.0
1078,0.012
1079,0.0
1080,0.014
1081,0.002
1082,0.024
1083,0.534
1084,0.096
1085,0.0
1086,0.002
1087,0.424
1088,0.046
1089,0.01
1090,0.004
1091,0.002
1092,0.162
1093,0.28
1094,0.154
1095,0.0
1096,0.312
1097,0.01
1098,0.0
1099,0.468
1100,0.044
1101,0.942
1102,0.948
1103,0.174
1104,0.0
1105,0.136
1106,0.002
1107,0.084
1108,0.42
1109,0.294
1110,0.116
1111,0.99
1112,0.222
1113,0.028
1114,0.898
1115,0.54
1116,0.0
1117,0.028
1118,0.342
1119,0.0
1120,0.002
1121,0.166
1122,0.078
1123,0.028
1124,0.104
1125,0.822
1126,0.394
1127,0.002
1128,0.074
1129,0.0
1130,0.04
1131,0.028
1132,0.016
1133,0.004
1134,0.59
1135,0.0
1136,0.928
1137,0.016
1138,0.002
1139,0.162
1140,0.518
1141,0.294
1142,0.002
1143,0.004
1144,0.244
1145,0.038
1146,0.07
1147,0.0
1148,0.0
1149,0.002
1150,0.056
1151,0.308
1152,0.028
1153,0.034
1154,0.072
1155,0.47
1156,0.078
1157,0.796
1158,0.164
1159,0.098
1160,0.006
1161,0.002
1162,0.024
1163,0.046
1164,0.424
1165,0.338
1166,0.13
1167,0.056
1168,0.172
1169,0.046
1170,0.19
1171,0.712
1172,0.062
1173,0.01
1174,0.796
1175,0.092
1176,0.002
1177,0.38
1178,0.13
1179,0.078
1180,0.02
1181,0.0
1182,0.04
1183,0.556
1184,0.578
1185,0.004
1186,0.378
1187,0.76
1188,0.0
1189,0.002
1190,0.96
1191,0.002
1192,0.0
1193,0.04
1194,0.068
1195,0.002
1196,0.116
1197,0.116
1198,0.964
1199,0.006
1200,0.072
1201,0.986
1202,0.16
1203,0.0
1204,0.01
1205,0.01
1206,0.008
1207,0.016
1208,0.308
1209,0.67
1210,0.252
1211,0.06
1212,0.204
1213,0.064
1214,0.004
1215,0.638
1216,0.864
1217,0.62
1218,0.672
1219,0.002
1220,0.002
1221,0.096
1222,0.148
1223,0.11
1224,0.346
1225,0.554
1226,0.664
1227,0.718
1228,0.284
1229,0.004
1230,0.16
1231,0.912
1232,0.054
1233,0.036
1234,0.024
1235,0.258
1236,0.036
1237,0.842
1238,0.012
1239,0.306
1240,0.188
1241,0.164
1242,0.0
1243,0.306
1244,0.06
1245,0.0
1246,0.526
1247,0.03
1248,0.014
1249,0.002
1250,0.218
1251,0.0
1252,0.044
1253,0.136
1254,0.0
1255,0.0
1256,0.052
1257,0.012
1258,0.0
1259,0.114
1260,0.20339999999999997
1261,0.18
1262,0.052
1263,0.0
1264,0.3216666666666667
1265,0.646
1266,0.462
1267,0.5
1268,0.504
1269,0.152
1270,0.064
1271,0.824
1272,0.786
1273,0.05
1274,0.016
1275,0.984
1276,0.284
1277,0.01
1278,0.684
1279,0.298
1280,0.962
1281,0.082
1282,0.08
1283,0.684
1284,0.01
1285,0.202
1286,0.986
1287,0.218
1288,0.784
1289,0.294
1290,0.0
1291,0.15
1292,0.968
1293,0.042
1294,0.014
1295,0.834
1296,0.0
1297,0.002
1298,0.494
1299,0.0
1300,0.002
1301,0.604
1302,0.012
1303,0.0
1304,0.012
1305,0.048
1306,0.472
1307,0.58
1308,0.41
1309,0.632
1310,0.076
1311,0.002
1312,0.994
1313,0.05
1314,0.002
1315,0.18
1316,0.152
1317,0.0
1318,0.026
1319,0.346
1320,0.628
1321,0.984
1322,0.034
1323,0.0
1324,0.016
1325,0.004
1326,0.712
1327,0.072
1328,0.198
1329,0.074
1330,0.308
1331,0.12
1332,0.004
1333,0.24
1334,0.336
1335,0.646
1336,0.042
1337,0.036
1338,0.228
1339,0.012
1340,0.156
1341,0.012
1342,0.46
1343,0.012
1344,0.26
1345,0.85
1346,0.052
1347,0.22
1348,0.02
1349,0.41
1350,0.272
1351,0.032
1352,0.0
1353,0.222
1354,0.16
1355,0.004
1356,0.11
1357,0.4
1358,0.496
1359,0.0
1360,0.024
1361,0.0
1362,0.8
1363,0.732
1364,0.002
1365,0.002
1366,0.108
1367,0.002
1368,0.002
1369,0.0
1370,0.496
1371,0.996
1372,0.776
1373,0.314
1374,0.082
1375,0.002
1376,0.22
1377,0.388
1378,0.14
1379,0.082
1380,0.0
1381,0.5
1382,0.0
1383,0.266
1384,0.024
1385,0.0
1386,0.0
1387,0.0
1388,0.652
1389,0.502
1390,0.07
1391,0.108
1392,0.004
1393,0.0
1394,0.006
1395,0.444
1396,0.642
1397,0.004
1398,0.038
1399,0.002
1400,0.29
1401,0.502
1402,0.346
1403,0.018
1404,0.64
1405,0.102
1406,0.0
1407,0.046
1408,0.324
1409,0.162
1410,0.028
1411,0.634
1412,0.004
1413,0.0
1414,0.674
1415,0.0
1416,0.0
1417,0.634
1418,0.234
1419,0.99
1420,0.0
1421,0.146
1422,0.018
1423,0.358
1424,0.26
1425,0.302
1426,0.338
1427,0.118
1428,0.146
1429,0.038
1430,0.664
1431,0.002
1432,0.39
1433,0.002
1434,0.118
1435,0.058
1436,0.0
1437,0.0
1438,0.022
1439,0.566
1440,0.1
1441,0.012
1442,0.008
1443,0.0
1444,0.804
1445,0.268
1446,0.0
1447,0.06
1448,0.514
1449,0.664
1450,0.01
1451,0.676
1452,0.97
1453,0.154
1454,0.058
1455,0.994
1456,0.102
1457,0.162
1458,0.48
1459,0.0
1460,0.824
1461,0.004
1462,0.01
1463,0.002
1464,0.974
1465,0.034
1466,0.088
1467,0.012
1468,0.992
1469,0.08
1470,0.248
1471,0.666
1472,0.2
1473,0.932
1474,0.064
1475,0.002
1476,0.612
1477,0.516
1478,0.078
1479,0.38
1480,0.022
1481,0.158
1482,0.048
1483,0.648
1484,0.342
1485,0.324
1486,0.03
1487,0.002
1488,0.334
1489,0.092
1490,0.008
1491,0.02
1492,0.0
1493,0.0
1494,0.002
1495,0.434
1496,0.178
1497,0.792
1498,0.524
1499,0.004
1500,0.038
1501,0.566
1502,0.02
1503,0.01
1504,0.0
1505,0.752
1506,0.052
1507,0.0
1508,0.016
1509,0.322
1510,0.024
1511,0.352
1512,0.038
1513,0.012
1514,0.512
1515,0.014
1516,0.002
1517,0.0
1518,0.462
1519,0.356
1520,0.01
1521,0.144
1522,0.006
1523,0.572
1524,0.884
1525,0.006
1526,0.654
1527,0.036
1528,0.042
1529,0.0
1530,0.002
1531,0.004
1532,0.154
1533,0.904
1534,0.002
1535,0.814
1536,0.584
1537,0.932
1538,0.008
1539,0.004
1540,0.324
1541,0.176
1542,0.188
1543,0.312
1544,0.582
1545,0.354
1546,0.0
1547,0.07
1548,0.322
1549,0.014
1550,0.058
1551,0.002
1552,0.0
1553,0.016
1554,0.16
1555,0.436
1556,0.0
1557,0.006
1558,0.778
1559,0.11
1560,0.484
1561,0.876
1562,0.022
1563,0.2
1564,0.034
1565,0.056
1566,0.0
1567,0.022
1568,0.106
1569,0.492
1570,0.002
1571,0.11
1572,0.768
1573,0.128
1574,0.822
1575,0.156
1576,0.036
1577,0.012
1578,0.002
1579,0.246
1580,0.786
1581,0.006
1582,0.164
1583,0.256
1584,0.406
1585,0.594
1586,0.058
1587,0.514
1588,0.326
1589,0.232
1590,0.092
1591,0.046
1592,0.002
1593,0.006
1594,0.016
1595,0.0
1596,0.84
1597,0.146
1598,0.084
1599,0.786
1600,0.014
1601,0.004
1602,0.002
1603,0.324
1604,0.02
1605,0.036
1606,0.974
1607,0.004
1608,0.024
1609,0.146
1610,0.124
1611,0.0
1612,0.002
1613,0.056
1614,0.008
1615,0.0
1616,0.056
1617,0.0
1618,0.768
1619,0.258
1620,0.0
1621,1.0
1622,0.802
1623,0.616
1624,0.008
1625,0.006
1626,0.578
1627,0.43
1628,0.216
1629,0.138
1630,0.692
1631,0.004
1632,0.422
1633,0.18
1634,0.052
1635,0.014
1636,0.0
1637,0.714
1638,0.134
1639,0.068
1640,0.074
1641,0.204
1642,0.662
1643,0.004
1644,0.004
1645,0.262
1646,0.03
1647,0.836
1648,0.02
1649,0.026
1650,0.118
1651,0.0
1652,0.016
1653,0.002
1654,0.446
1655,0.002
1656,0.0
1657,0.004
1658,0.736
1659,0.04
1660,0.672
1661,0.042
1662,0.006
1663,0.402
1664,0.356
1665,0.076
1666,0.478
1667,0.006
1668,0.296
1669,0.008
1670,0.0
1671,0.0
1672,0.002
1673,0.858
1674,0.016
1675,0.152
1676,0.016
1677,0.0
1678,0.0
1679,0.0
1680,0.002
1681,0.012
1682,0.132
1683,0.042
1684,0.6
1685,0.462
1686,0.002
1687,0.74
1688,0.424
1689,0.554
1690,0.254
1691,0.042
1692,0.252
1693,0.056
1694,0.0
1695,0.048
1696,0.16
1697,0.084
1698,0.03
1699,0.392
1700,0.008
1701,0.266
1702,0.024
1703,0.0
1704,0.002
1705,0.572
1706,0.018
1707,0.0
1708,0.012
1709,0.006
1710,0.01
1711,0.042
1712,0.044
1713,0.99
1714,0.0
1715,0.0
1716,0.002
1717,0.772
1718,0.418
1719,0.002
1720,0.124
1721,0.0
1722,0.226
1723,0.004
1724,0.006
1725,0.0
1726,0.224
1727,0.128
1728,0.348
1729,0.714
1730,0.006
1731,0.844
1732,0.694
1733,0.084
1734,0.034
1735,0.0
1736,0.882
1737,0.098
1738,0.0
1739,0.2818333333333333
1740,0.584
1741,0.31
1742,0.028
1743,0.0
1744,0.0
1745,0.126
1746,0.348
1747,0.042
1748,0.018
1749,0.68
1750,0.07
1751,0.03
1752,0.0
1753,0.412
1754,0.666
1755,0.42
1756,0.0
1757,0.34
1758,0.442
1759,0.0
1760,0.026
1761,0.37
1762,0.012
1763,0.006
1764,0.258
1765,0.534
1766,0.062
1767,0.206
1768,0.0
1769,0.958
1770,0.942
1771,0.002
1772,0.02
1773,0.96
1774,0.174
1775,0.294
1776,0.036
1777,0.302
1778,0.004
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.096
1785,0.004
1786,0.0
1787,0.274
1788,0.004
1789,0.056
1790,0.034
1791,0.262
1792,0.008
1793,0.0
1794,0.582
1795,0.7
1796,0.344
1797,0.004
1798,0.084
1799,0.028
1800,0.054
1801,0.59
1802,0.504
1803,0.372
1804,0.078
1805,0.984
1806,0.052
1807,0.002
1808,0.62
1809,0.216
1810,0.08
1811,0.338
1812,0.004
1813,0.068
1814,0.27
1815,0.03
1816,0.554
1817,0.04
1818,0.21
1819,0.41
1820,0.162
1821,0.61
1822,0.16
1823,0.0
1824,0.014
1825,0.006
1826,0.628
1827,0.016
1828,0.002
1829,0.074
1830,0.806
1831,0.066
1832,0.242
1833,0.002
1834,0.0
1835,0.746
1836,0.148
1837,0.002
1838,0.014
1839,0.822
1840,0.914
1841,0.0
1842,0.004
1843,0.002
1844,0.498
1845,0.036
1846,0.008
1847,0.012
1848,0.048
1849,0.0
1850,0.05
1851,0.982
1852,0.53
1853,0.064
1854,0.368
1855,0.152
1856,0.802
1857,0.002
1858,0.0
1859,0.038
1860,0.0
1861,0.828
1862,0.0
1863,0.0
1864,0.0
1865,0.088
1866,0.782
1867,0.012
1868,0.014
1869,0.026
1870,0.19
1871,0.026
1872,0.654
1873,0.0
1874,0.004
1875,0.084
1876,0.044
1877,0.154
1878,0.0
1879,0.052
1880,0.178
1881,0.09
1882,0.03
1883,0.866
1884,0.13
1885,0.002
1886,0.168
1887,0.0
1888,0.044
1889,0.0
1890,0.586
1891,0.456
1892,0.048
1893,0.134
1894,0.434
1895,0.002
1896,0.358
1897,0.388
1898,0.276
1899,0.128
1900,0.018
1901,0.036
1902,0.008
1903,0.01
1904,0.096
1905,0.0
1906,0.568
1907,0.022
1908,0.978
1909,0.486
1910,0.01
1911,0.43
1912,0.0
1913,0.016
1914,0.608
1915,0.096
1916,0.228
1917,0.472
1918,0.022
1919,0.0
1920,0.798
1921,0.866
1922,0.0
1923,0.032
1924,0.154
1925,0.27
1926,0.948
1927,0.002
1928,0.116
1929,0.014
1930,0.78
1931,0.03
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.324
1938,0.908
1939,0.568
1940,0.28
1941,0.024
1942,0.54
1943,0.678
1944,0.3881666666666666
1945,0.38
1946,0.002
1947,0.058
1948,0.212
1949,0.0
1950,0.002
1951,0.206
1952,0.968
1953,0.046
1954,0.39
1955,0.092
1956,0.692
1957,0.102
1958,0.028
1959,0.126
1960,0.204
1961,0.0
1962,0.652
1963,0.472
1964,0.596
1965,0.324
1966,0.566
1967,0.008
1968,0.0
1969,0.36
1970,0.022
1971,0.428
1972,0.0
1973,0.124
1974,0.178
1975,0.09
1976,0.0
1977,0.004
1978,0.302
1979,0.068
1980,0.052
1981,0.0
1982,0.012
1983,0.018
1984,0.006
1985,0.0
1986,0.936
1987,0.142
1988,0.308
1989,0.846
1990,0.072
1991,0.0
1992,0.096
1993,0.672
1994,0.642
1995,0.0
1996,0.0
1997,0.06
1998,0.004
1999,0.292
2000,0.066
2001,0.342
2002,0.1
2003,0.0
2004,0.0
2005,0.028
2006,0.764
2007,0.002
2008,0.576
2009,0.796
2010,0.022
2011,0.212
2012,0.25
2013,0.526
2014,0.0
2015,0.046
2016,0.936
2017,0.674
2018,0.628
2019,0.214
2020,0.0
2021,0.226
2022,0.954
2023,0.0
2024,0.566
2025,0.99
2026,0.262
2027,0.192
2028,0.0
2029,0.01
2030,0.002
2031,0.99
2032,0.01
2033,0.1
2034,0.252
2035,0.158
2036,0.368
2037,0.028
2038,0.022
2039,0.36
2040,0.014
2041,0.398
2042,0.034
2043,0.286
2044,0.006
2045,0.04
2046,0.002
2047,0.022
2048,0.678
2049,0.026
2050,0.01
2051,0.0
2052,0.002
2053,0.394
2054,0.0
2055,0.3
2056,0.004
2057,0.27
2058,0.0
2059,0.008
2060,0.004
2061,0.068
2062,0.338
2063,0.0
2064,0.012
2065,0.006
2066,0.124
2067,0.006
2068,0.168
2069,0.008
2070,0.008
2071,0.0
2072,0.004
2073,0.012
2074,0.004
2075,0.002
2076,0.016
2077,0.714
2078,0.518
2079,0.412
2080,0.626
2081,0.012
2082,0.0
2083,0.0
2084,0.286
2085,0.058
2086,0.016
2087,0.956
2088,0.088
2089,0.0
2090,0.978
2091,0.342
2092,0.192
2093,0.182
2094,0.162
2095,0.098
2096,0.396
2097,0.238
2098,0.022
2099,0.0
2100,0.822
2101,0.052
2102,0.572
2103,0.012
2104,0.008
2105,0.462
2106,0.0
2107,0.174
2108,0.032
2109,0.016
2110,0.624
2111,0.002
2112,0.006
2113,0.014
2114,0.002
2115,0.416
2116,0.028
2117,0.12
2118,0.002
2119,0.358
2120,0.104
2121,0.0
2122,0.15
2123,0.988
2124,0.002
2125,0.012
2126,0.05
2127,0.42
2128,0.83
2129,0.072
2130,0.14
2131,0.298
